2020-03-05 14:01:10,251 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 14:20:26,414 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:20:29,805 [16] INFO  TN.OrganizeImageFiles.Code - [SEND EMAIL] :  	 [SEND EMAIL TO tienbac250496@gmail.com SUCCESSFUL !]
2020-03-05 14:20:32,947 [16] INFO  TN.OrganizeImageFiles.Code - [SEND EMAIL] :  	 [SEND EMAIL TO phamtienbac250496@gmail.com SUCCESSFUL !]
2020-03-05 14:23:39,469 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 14:23:39,873 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:23:39,894 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:23:55,106 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 14:23:55,467 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:23:55,495 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:34:37,786 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 14:34:38,139 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:34:38,176 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:35:39,153 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 14:35:39,505 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:35:39,531 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:35:49,695 [1] DEBUG TN.OrganizeImageFiles.Code - Start 	 App Started!
2020-03-05 14:35:50,015 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:35:50,029 [DefaultQuartzScheduler_Worker-1] DEBUG TN.OrganizeImageFiles.Code - CONNECTION TO SQL SERVER :  	 Connection successful !
2020-03-05 14:35:53,994 [16] INFO  TN.OrganizeImageFiles.Code - [SEND EMAIL] :  	 [SEND EMAIL TO tienbac250496@gmail.com SUCCESSFUL !]
